invoice_number,invoice_date,taxable_value,cgst,sgst,igst,total_tax,total_value,place_of_supply,reverse_charge,seller_gstin,seller_name,buyer_gstin,buyer_name
TAX242500598,2024-04-19,4502999.68,0.0,0.0,540359.96,,5043359.64,01,,02YKTPZ6224AQZR,,,
SI24250049,2024-04-18,2856528.46,0.0,0.0,514175.12,,3370703.58,12,,35SHYPB4339MYZD,,,
2425-301,2024-04-18,2182019.33,0.0,0.0,392763.48,,2574782.81,22,,09VCYCP9274P5Z3,,,
SI24250049,2024-04-18,2856528.46,0.0,0.0,514175.12,,3370703.58,12,,35SHYPB4339MYZD,,,
2425-301,2024-04-18,2182019.33,0.0,0.0,392763.48,,2574782.81,22,,09VCYCP9274P5Z3,,,
INV-2425-034,2024-04-17,1314813.31,0.0,0.0,236666.4,,1551479.71,18,,13ZNDJR1569RGZM,,,
SI2425194,2024-04-17,1346570.89,0.0,0.0,242382.76,,1588953.65,36,,22SAYPV7763CRZW,,,
GST-2425-250,2024-04-17,4335446.51,0.0,0.0,780380.37,,5115826.88,03,,35NGQBJ4498IXZA,,,
SI/2425/0469,2024-04-17,1295981.27,0.0,0.0,233276.63,,1529257.9,01,,22TVHPP6202IAZZ,,,
INV-2425-034,2024-04-17,1314813.31,0.0,0.0,236666.4,,1551479.71,18,,13ZNDJR1569RGZM,,,
SI2425194,2024-04-17,1346570.89,0.0,0.0,242382.76,,1588953.65,36,,22SAYPV7763CRZW,,,
SI/2425/0469,2024-04-17,1295981.27,0.0,0.0,233276.63,,1529257.9,01,,22TVHPP6202IAZZ,,,
SI2425000380,2024-04-16,4206534.04,0.0,0.0,757176.13,,4963710.17,05,,34KBJLI9726XZZJ,,,
SI2425000380,2024-04-16,4206534.04,0.0,0.0,757176.13,,4963710.17,05,,34KBJLI9726XZZJ,,,
2425000293,2024-04-15,3017235.92,0.0,0.0,543102.47,,3560338.39,01,,08BYBAH1011VBZU,,,
2425000293,2024-04-15,3017235.92,0.0,0.0,543102.47,,3560338.39,01,,08BYBAH1011VBZU,,,
GST/2425/00290,2024-04-13,3258523.2,0.0,0.0,0.0,,3258523.2,18,,07FGYBH3187TAZK,,,
GST/2425/00290,2024-04-13,3258523.2,0.0,0.0,0.0,,3258523.2,18,,07FGYBH3187TAZK,,,
2425-249,2024-04-12,3049452.72,0.0,0.0,853846.76,,3933794.01,24,,33VCYCP9274PXZK,,,
2425-249,2024-04-12,3049452.72,0.0,0.0,853846.76,,3933794.01,24,,33VCYCP9274PXZK,,,
INV-2425-00130,2024-04-11,4298060.43,0.0,0.0,214903.02,,4512963.45,35,,22WJNGF2848XQZL,,,
TAX/2425/00583,2024-04-11,1345673.84,0.0,0.0,242221.29,,1587895.13,07,,18GDFBX5712POZS,,,
INV-2425-00130,2024-04-11,4298060.43,0.0,0.0,214903.02,,4512963.45,35,,22WJNGF2848XQZL,,,
TAX/2425/00583,2024-04-11,1345673.84,0.0,0.0,242221.29,,1587895.13,07,,18GDFBX5712POZS,,,
INV/2425/0222,2024-04-10,1923931.59,0.0,0.0,346307.69,,2270239.28,02,,34RHBCP5429NBZ0,,,
INV/2425/453,2024-04-10,3328127.58,0.0,0.0,931875.72,,4260003.3,08,,06WCBJC5618JFZ7,,,
INV/2425/0222,2024-04-10,1923931.59,0.0,0.0,346307.69,,2270239.28,02,,34RHBCP5429NBZ0,,,
INV/2425/453,2024-04-10,3328127.58,0.0,0.0,931875.72,,4260003.3,08,,06WCBJC5618JFZ7,,,
TAX/2425/511,2024-04-09,956857.79,0.0,0.0,172234.4,,1129092.19,01,,04RCLJF0323YNZH,,,
TAX/2425/511,2024-04-09,956857.79,0.0,0.0,172234.4,,1129092.19,01,,04RCLJF0323YNZH,,,
2425/000025,2024-04-08,4685861.66,421727.55,421727.55,0.0,,5529316.76,18,,18GDFBX5712POZS,,,
2425/000025,2024-04-08,4685861.66,421727.55,421727.55,0.0,,5529316.76,18,,18GDFBX5712POZS,,,
242500363,2024-04-07,488044.21,0.0,0.0,87847.96,,575892.17,04,,05JRSBT6524IEZE,,,
242500363,2024-04-07,488044.21,0.0,0.0,87847.96,,575892.17,04,,05JRSBT6524IEZE,,,
SI/2425/461,2024-04-06,4564460.73,0.0,0.0,1278049.0,,5842509.73,06,,01TLXTG7331WGZ2,,,
SI/2425/461,2024-04-06,4564460.73,0.0,0.0,1278049.0,,5842509.73,06,,01TLXTG7331WGZ2,,,
24250391,2024-04-05,1439940.29,0.0,0.0,259189.25,,1699129.54,33,,35NGQBJ4498IXZA,,,
B2B-2425-00432,2024-04-04,4152353.06,0.0,0.0,747423.55,,4899776.61,20,,01TLXTG7331WGZ2,,,
B2B-2425-00432,2024-04-04,4152353.06,0.0,0.0,747423.55,,4899776.61,20,,01TLXTG7331WGZ2,,,
INV2425072,2024-04-03,2890357.74,0.0,0.0,0.0,,2890357.74,07,,26YKTPZ6224A9ZY,,,
GST/2425/0359,2024-04-03,2078506.45,0.0,0.0,103925.32,,2182431.77,20,,22SAYPV7763CRZW,,,
SI-2425-000526,2024-04-03,1319280.69,0.0,0.0,237470.52,,1556751.21,16,,10ZICJD5474UMZ1,,,
INV2425072,2024-04-03,2890357.74,0.0,0.0,0.0,,2890357.74,07,,26YKTPZ6224A9ZY,,,
GST/2425/0359,2024-04-03,2078506.45,0.0,0.0,103925.32,,2182431.77,20,,22SAYPV7763CRZW,,,
SI-2425-000526,2024-04-03,1319280.69,0.0,0.0,237470.52,,1556751.21,16,,10ZICJD5474UMZ1,,,
B2B-2425-00315,2024-04-02,888687.78,0.0,0.0,159963.8,,1048651.58,33,,18PSFGQ4980NTZ8,,,
INV-2425-000381,2024-04-02,3666942.9,0.0,0.0,660049.72,,4326992.62,05,,13ZNDJR1569RGZM,,,
INV-2425-0450,2024-04-02,2898645.65,0.0,0.0,0.0,,2898645.65,33,,02TQTFI5946D6ZP,,,
B2B-2425-00315,2024-04-02,888687.78,0.0,0.0,159963.8,,1048651.58,33,,18PSFGQ4980NTZ8,,,
INV-2425-000381,2024-04-02,3666942.9,0.0,0.0,660049.72,,4326992.62,05,,13ZNDJR1569RGZM,,,
INV-2425-0450,2024-04-02,2898645.65,0.0,0.0,0.0,,2898645.65,33,,02TQTFI5946D6ZP,,,
GST2425538,2024-04-01,3014111.44,271270.03,271270.03,0.0,,3556651.5,27,,27BMFJL3720GXZO,,,
GST2425538,2024-04-01,3014111.44,271270.03,271270.03,0.0,,3556651.5,27,,27BMFJL3720GXZO,,,
